"TimeCreated","Id","LevelDisplayName","Message"
"28-10-2025 01:54:56 PM","36","Error","An error occurred when transitioning from DesktopLocked in response to EvDesktopLocked. (ErrorCode 0x8007139F)"
"28-10-2025 01:54:56 PM","22","Information","Remote Desktop Services: Shell start notification received:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"28-10-2025 01:54:56 PM","21","Information","Remote Desktop Services: Session logon succeeded:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"28-10-2025 01:54:55 PM","42","Information","End session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"28-10-2025 01:54:55 PM","41","Information","Begin session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"28-10-2025 01:54:54 PM","32","Information","Plugin RDSAppXPlugin has been successfully initialized"
"28-10-2025 01:54:28 PM","54","Information","Local multi-user session manager received system shutdown message"
"28-10-2025 01:54:28 PM","23","Information","Remote Desktop Services: Session logoff succeeded:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"28-10-2025 01:46:37 PM","22","Information","Remote Desktop Services: Shell start notification received:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"28-10-2025 01:46:37 PM","21","Information","Remote Desktop Services: Session logon succeeded:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"28-10-2025 01:46:37 PM","42","Information","End session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"28-10-2025 01:46:37 PM","41","Information","Begin session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"28-10-2025 01:44:16 PM","32","Information","Plugin RDSAppXPlugin has been successfully initialized"
"28-10-2025 11:41:48 AM","22","Information","Remote Desktop Services: Shell start notification received:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
